word,count
Korea,7
filled,7
ran,7
unit,7
whole,7
laboratory,7
nonessential,7
shortage,7
usually,7
attention,7
heat,7
operate,7
349,7
career,7
driving,7
hazard,7
indefinitely,7
Kim,7
duty,7
Brown,7
cars,7
Recession,7
easier,7
ships,7
launch,7
competitor,7
fine,7
finds,7
compared,7
finance,7
software,7
contacts,7
tough,7
military,7
Chuck,7
turn,7
broad,7
Monroe,7
serious,7
create,7
mandate,7
midst,7
grapples,7
delivering,7
lifted,7
protesters,7
@stimesmcarter,7
9,7
stopping,7
bid,7
prime,7
included,7
Davis,7
Patrick,7
deeply,7
criminal,7
proposal,7
deep,7
girlfriend,7
selected,7
removed,7
meeting,7
projects,7
trillion,7
Club,7
Control,7
member,7
promised,7
Officials,7
gardens,7
crucial,7
Olympics,7
men,7
product,7
declined,7
boat,7
Mr.,7
videos,7
described,7
Thomas,7
controlling,7
contracting,7
moratorium,7
warns,7
pushed,7
scene,7
Lower,7
pounds,7
emerge,7
consumer,7
linked,7
focus,7
bars,7
flying,7
increase,7
Prevention,7
tour,7
Dunbar,7
watching,7
bar,7
student,7
form,7
CenturyLink,7
lockdowns,7
benefit,7
unable,7
victims,7
street,7
requirements,7
count,7
waived,7
devastating,7
fraudulent,7
walked,7
walking,7
losses,7
looming,7
traditional,7
wanted,7
digital,7
strong,7
researchers,7
beer,7
playing,7
meat,7
‘,7
highest,7
peak,7
rare,7
anti,7
G,7
knew,7
collection,7
industries,7
Barack,7
systems,7
aerospace,7
approved,7
individual,7
himself,7
advantage,7
Group,7
cloud,7
announcement,7
apps,7
interest,7
ended,7
telling,7
roll,7
enforce,7
exactly,7
windows,7
rising,7
opened,7
Festival,7
coach,7
Hospital,7
Instead,7
takes,7
jail,7
temporary,7
nurses,7
risks,7
chronicling,7
hits,7
winter,7
update,7
chance,7
unless,7
allegedly,7
shutting,7
nonprofit,7
always,7
Holland,7
26,7
jobless,7
caution,7
class,7
Google,7
2008,7
side,7
Bay,7
 ,7
200,7
nonmedical,7
hospitalized,7
enforced,7
permanent,7
employers,7
antibody,7
willing,7
hour,7
French,7
Seattleites,7
fatal,7
unlimited,7
significant,7
panic,6
rescheduled,6
Masks,6
spoke,6
screen,6
alarm,6
isolate,6
physically,6
inspired,6
scrambling,6
pressure,6
Bernie,6
freeze,6
missing,6
groceries,6
Deborah,6
wait,6
wages,6
items,6
sister,6
destroy,6
Central,6
course,6
GM,6
civil,6
ties,6
Catch,6
determine,6
wanting,6
eviction,6
conversation,6
everyday,6
hunting,6
Helens,6
locations,6
teachers,6
Sawant,6
rush,6
becoming,6
riders,6
Fred,6
Can,6
70,6
hunkers,6
stuff,6
push,6
per,6
chains,6
disinfecting,6
Des,6
premiums,6
cooking,6
unclear,6
Marshall,6
determined,6
stressful,6
familiar,6
changing,6
Mariners,6
vice,6
devastation,6
guess,6
burden,6
cope,6
believes,6
teens,6
picks,6
rescue,6
spend,6
Schools,6
regulators,6
Tesla,6
differences,6
grieved,6
crashed,6
machines,6
criticized,6
professionals,6
garden,6
trend,6
offers,6
Nation,6
Corrections,6
status,6
chat,6
golf,6
seek,6
decided,6
Way,6
choice,6
decisions,6
violence,6
criticism,6
marking,6
tenants,6
markets,6
decrease,6
critic,6
incident,6
culture,6
sending,6
although,6
visitors,6
projected,6
similar,6
bought,6
dark,6
Community,6
virtually,6
insurers,6
robbery,6
@dominicgates,6
dating,6
hopes,6
News,6
de,6
gave,6
’d,6
mayor,6
books,6
Governor,6
dealing,6
@SandiDoughton,6
Services,6
deemed,6
bright,6
treated,6
Ballet,6
@pgcornwell,6
updating,6
prisons,6
prisoners,6
charge,6
WSU,6
Paine,6
spots,6
expects,6
telephone,6
antibodies,6
Tim,6
Michael,6
Want,6
mind,6
protests,6
hurt,6
serving,6
Memorial,6
primary,6
involved,6
grants,6
wounded,6
treat,6
Voice,6
Security,6
repairs,6
crime,6
failure,6
experiment,6
internet,6
gowns,6
met,6
16,6
problem,6
probably,6
graduate,6
"2,000",6
wonders,6
@nicolebrodeur,6
Video,6
volunteers,6
graduation,6
Moines,6
seat,6
reportedly,6
sewing,6
fleet,6
flood,6
network,6
attack,6
enjoy,6
recorded,6
droplets,6
ruled,6
supermarket,6
clinical,6
encampment,6
sought,6
placed,6
attempt,6
Hundreds,6
threatens,6
Among,6
28,6
toilet,6
empty,6
European,6
campus,6
orca,6
Each,6
film,6
wine,6
"1,000",6
save,6
arrive,6
source,6
widely,6
cluster,6
double,6
red,6
|,6
Pulitzer,6
lasting,6
snacks,6
sometimes,6
rapid,6
unexpected,6
rapidly,6
rest,6
union,6
quite,6
quick,6
Fiskum,6
humans,6
affecting,6
Five,6
slightly,6
applicants,6
Roosevelt,6
suspend,6
Quinton,6
attorney,6
Idaho,6
encourage,6
heavy,6
Queen,6
activists,6
armed,6
unions,6
plants,6
roundup,6
neighbors,6
plastic,6
captain,6
party,6
ticket,6
Foods,6
Kshama,6
complex,6
asks,6
Four,6
ordering,6
causing,6
base,6
rural,6
society,6
comfort,6
accurate,6
Japanese,6
apply,6
nominee,6
qualify,6
survey,6
writing,6
admission,6
halt,6
park,6
moves,6
post,6
range,6
throw,6
returns,6
Jaffe,6
complaints,6
emails,6
refused,6
Postal,6
sexual,6
Wuhan,6
kindness,6
disproportionately,6
dying,6
Foundation,6
Records,6
constitutes,6
incomplete,6
participate,6
climate,6
paying,6
consistently,6
sweeping,6
wealthy,6
Starting,6
Zealand,6
Zan,6
suggested,6
winning,6
"33,000",6
During,6
33,6
computer,6
commencement,6
timeline,6
suffering,6
account,6
figures,6
nations,6
swept,6
tourism,6
Birx,6
River,6
sudden,6
Initiative,6
cause,6
potato,6
governments,5
coast,5
compensation,5
hero,5
rather,5
Refugee,5
socially,5
bridge,5
complained,5
mostly,5
Artisan,5
hydroxychloroquine,5
promising,5
officially,5
noon,5
rampage,5
senators,5
newspaper,5
custody,5
remember,5
cat,5
Books,5
standards,5
Rick,5
Shelton,5
Columbia,5
projecting,5
Twitter,5
trusted,5
Reserve,5
gloves,5
Researchers,5
gotten,5
property,5
indicators,5
mentally,5
golfers,5
vaccines,5
goes,5
@hbernton,5
crowding,5
records,5
crowds,5
Olympia,5
commercial,5
protecting,5
Research,5
Roy,5
identity,5
gradually,5
regular,5
Auburn,5
conspiracy,5
hands,5
buses,5
corporations,5
Thank,5
upended,5
unconstitutional,5
About,5
ongoing,5
mom,5
guard,5
Prine,5
musical,5
Theodore,5
happened,5
happening,5
Pennsylvania,5
Baker,5
site,5
climb,5
corner,5
homebound,5
grown,5
hotel,5
Sara,5
contestant,5
organizers,5
century,5
Taylor,5
cleaner,5
Tech,5
moon,5
movement,5
halted,5
controversial,5
COVID19,5
urge,5
offered,5
Act,5
Sister,5
yesterday,5
ski,5
purchases,5
refunds,5
purchase,5
Alex,5
models,5
Story,5
green,5
prove,5
minutes,5
homeowners,5
sidelined,5
cracks,5
Bellingham,5
shift,5
gray,5
someone,5
identify,5
brother,5
Pandemic,5
solve,5
cargo,5
race,5
Russell,5
illustrated,5
reduced,5
computing,5
natural,5
tweet,5
proved,5
shield,5
growers,5
citing,5
canceling,5
vehicles,5
highly,5
AIDS,5
PeaceHealth,5
nothing,5
closer,5
quarters,5
harm,5
vast,5
confinement,5
gets,5
confidence,5
citizens,5
Burien,5
Asian,5
conducted,5
coverage,5
infusion,5
opposition,5
Passover,5
holding,5
concerned,5
Lambright,5
lending,5
learned,5
fish,5
academic,5
driven,5
fix,5
Edmonds,5
lenders,5
drink,5
Lab,5
responders,5
lessons,5
supporters,5
pass,5
Eastside,5
wedding,5
meant,5
letting,5
pop,5
Elizabeth,5
sailors,5
firms,5
firm,5
tiny,5
Jr.,5
eating,5
eat,5
financially,5
larger,5
firefighters,5
17,5
accusing,5
ease,5
surveillance,5
auto,5
resulting,5
resulted,5
'd,5
innovative,5
e,5
sanitizer,5
downward,5
Joseph,5
12,5
focusing,5
basics,5
folks,5
inmate,5
disrupted,5
beaches,5
style,5
stunning,5
powerful,5
downturn,5
warnings,5
Workers,5
discuss,5
discovered,5
Lynn,5
schedule,5
forcing,5
Women,5
Local,5
district,5
parking,5
Yet,5
responded,5
],5
web,5
population,5
populations,5
sunny,5
touch,5
doors,5
donating,5
donate,5
suit,5
barber,5
waterfront,5
sued,5
limits,5
resolved,5
position,5
suspected,5
activist,5
struggled,5
percent,5
airports,5
airport,5
